Number,Meaning,MRCA Root,BarabaTatar,CodexCumanicus,NorthAltai,OldTurkic,SouthAltai,Azeri,Bashkir,Chuvash,CrimeanTatar,Dolgan,Gagauz,KaraKalpak,KarachayBalkar,Karaim,Kazakh,Khakas,Khalaj,Kirghiz,Kumyk,MiddleChulym,Nogai,Salar,WestYugur,Shor,KazanTatar,Tofa,Turkish,Turkmen,Tuvan,Uyghur,Uzbek,Yakut,Khalkha,Buriat,Kalmyck,Oirat,Kamnigan,Dagur,Shira-Yughur,Baoan,Dongxian,Minhe,Huzhu,Kangjia,Moghol,Middle Mongolian (Secret History),Middle Mongolian (Muqaddimat al-adab),Hezhe,Oroch,Udihe,Nanai (Middle Amur),Kur-Urmi,Nanai (Bikin),Orok,Ulcha,Jurchen,Manchu,Xibe,Even,Solon,Evenki (Kamnigan),Stony Evenki (PT = Podkamennaya Tunguska),Southern Evenki (Chiringda),Northern Evenki (Tutonchany),Northern Evenki (Tura),Negidal,Oroqen,Korean,Hwanghae,Southern Hamgyong,Northern Hamgyong,Southern Pyongan,Northern Pyongan,Jeju,Southern Jeolla,Northern Jeolla,Southern Gyeongsang,Northern Gyeongsang,Southern Chungcheong,Northern Chungcheong,Gyeonggi,Gangwon,(Late) Middle Korean,Japanese,Old Japanese,Amami Yamatohama ,Amami Asama,Amami Yoron,Okinawa Yonamine,Okinawa Shuri,Miyako Irabu,Yaeyama Ishigaki,Yaeyama Hatoma,Yonaguni,Kagoshima,Koshiki islands,Kumamoto,Fukuoka,Hachijo,,,,,,,,Eastern Evenki ,,"Southern Evenki  (Vershina-Tutury, Baikal)",
196.0,bad,*ḳusa-gan,,,,,,,,,,kuhagan,,,,,,,,,,,,,,,,,,,,,,kuhaɣan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*čübür,,,,,,,,,,,,,,,,,,,,čüβür,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*yara,,,,,,,,,yaramay,,,,,,,,,,,,,,,,,čora:nda (čara:nda),,yaramaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*kötü,,,,,,,,,,,,,,,,,,,,,,,,,,,kötü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*al,,,,,,,alama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*načar bor ,,,,,,,nasar bor,naǰar bor,,,,,,,,,,,,,,,,,načar bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*fena bor,,,,,,fäna bor,,,,,fena bor,,,,,,,,,,,,,,,,fena bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*χomay bor  ,,,,,,,,,,,,,,,,χomay bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*bad bor,,,,,,,,,,,,,,,,,bäd bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,bad,*χïyïr bor ,,,,,,,,,,,,,,,,,,,,,,χïyïr bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*panta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kihada,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*xere ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ərhtə,,,,,,,,,,,,həːr,,,,,,,kəːrə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),"*ba:či, xa:či ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,waːče-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*nansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*subgu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*daba-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dawahsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*talu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taluː,,,,talu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*simpag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mɵtɵŋ çimbaG, çimbaG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*körü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modna körsn,körsen,,,,,,,,,,qalisu korisu,,,iwakta,wakta,,orakta,horakta ~ horahta,hurakta,horaqta,,,,urta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*xolta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xoltos(on),xoltohon,,"xəlsen, xoltoson",xoltoson,hails,xalasən,,,,,,,qalisu korisu,qabusun,,,,,,,,,,,,,,,uldaksa ~ oldaksa,uldáːxsa,,uldaksa,ogdaksa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*ara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arse,,,,begh arasi,arasə,arasun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*kap ,ḳabïḳ,cabuc,ḳaɣaš,,,ġabïġ,ḳabïḳ,χubə,ḳabuḳ,,kabuk,ḳabïḳ,ḳabuḳ,kabuk,ḳabïḳ,χaχpas,,ḳabïḳ,ḳabuḳ,ḳaḳβač,ḳabïḳ,koχ,,ḳaḳpaš,ḳabïḳ,,"kabuk, (aɣač) kabuɣu",ġabïḳ,,ḳovzaḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"namwu kkepcil, kkaptayki, kkepteyki ",namwukkepteyki,namwukkepteyki,namwukkepteyki,namwukkepteyki,namwukkepteyki,kepcwuk,kkepcil,kkepteyki,kkepteyki,kkepttayki,kkeptey,kkepwul,kkepwul,kkemwuli,kepcil,,kapa,xïɴxo,kɨɴkoo,"siinuhoo, hiinuhoo",kiinuhaa,kiinukaa,kiinukaa,kiinukaa,kiinukaa,khaa,kawa,kaː,kawa,kawa ~ kinokawa,kawa,,,,,,,,,,,
197.0,bark (n.),"*kaŕ, kas  ",,,,ḳadïz,,,,,,katïrïk,,,,,,,ḳa:as,,,,,,ḳazdïḳ,,,,,,,,,χatïrïk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),"*čobïra, čöbire  ",,,,,čobra,,,,,,,,,,,,,,,,,,,,,čöˁprä:,,,čövüre:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,bark (n.),*post bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post bor,pọst(lɔḳ) bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*ik-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iki-wo se-,ik-,Ɂiki sjuri,Ɂiiki sjuɴ,iki sjuɴ,Ɂici suɴ,Ɂiici sjuɴ,icï asï,"ïkï sïɴ, ïsïkï sïɴ",iki suɴ ,iti+khirun,iku haʔ,ikisuru,ikiba haku,ikiba suru,ikio haku,,,,,,,,,,,
198.0,breathe (v.),*su-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swum(ul)swi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swumswi-,swum swi-,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*eri-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ərksi-,əisi-,əikpəsi-,ər.si-,ərgə-si-,ərgə- ~ ərgə-ksi-,əːri(si)-,əːrpu- ~ əːrsu-,,ərgən gai-,ərxəm gia-,,ərgə-,əriː-,əriː-,,əriː-,èri-,əjiː-,əriː-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*xi:ra- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hiːra-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*ami-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,am'sgala-,amil-,,əmesxel-,amil-,amise-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*ki- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kičl-, ki av-",,,,,əxga,xo,wer hegh,xiiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u:r  ab,,,,u:r ju:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*tï-,tïn,tin-,,tïn al,tïn,,tïn al,,,tï:n,,,,tïn,,tïn,,,tïnïs al,tənŋa,tïnïs al,,,tïn,tïn al,tïn,,,tïn,"tin, tin tart",,tï:n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*so:glu-,sula-,,,,,,? hula,sïvla,,,solu,,solu,,,,,,,,,,,,sulïš al,,"soluk al, solun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*nafas  bor,,,,,,näfäs al- bor,,,nefes al-,,,,,nefes al- bor,,,näfäs čäk- bor,,,,,,,,,,nefes al- bor,,,,nafas ɔl- bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,breathe (v.),*dem  bor,,,,,,,,,,,,dem al- bor,,,dem al- bor,,,dem al- bor,,,,,,,,,,dem al- bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,count (v.),*kansu  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kazoe-,kazwope-,,,juɴkaɴzjoo sjuɴ,,,,"kazoosïɴ,",,,kandzuʔ,kanzuru,kandʑuru,kanneru ~ kannuru ~ kadzueru,kandʑoːsu,,,,,,,,,,,
199.0,count (v.),*yum-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jumuri,jumjuɴ,,,jumuɴ,"jum, jumjaasï", jumuɴ,jumuɴ,dùmun,,,,,,,,,,,,,,,,
199.0,count (v.),*syǝ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sey-,heyta,heyta,heyta,heyta,heyta,seyta,sita,sita,sita,sita,sita,sita,seyta,heyta,hye- ,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,count (v.),*tan-gi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taŋäː- ,taŋi-,,,,,,,,,taŋ-,taŋi-,taŋi-,taŋ-,taŋ-,,taňi-,taŋ-,taŋ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,count (v.),*tagon- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taụn-,,taon-,taona-,taon- ~ taon-da-,taun-,taon-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,count (v.),*toga-la-,,,,,,,,,,,,,,,,,,,,,,,,to:la- bor,,,"hesapla-, hesap et- bor",,,,,,tool-,to:lo-,to:l-,to:la-,to:lo-,tuwa:l,tu:la-,tɵ:la,tolu,tolo- , to:la- ,tula,toala-,to’ola-,,tolo- bor,,,,,,,,,tolo- bor,tolu- bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,count (v.),*sa(y)-,,,sana-,sana,,say,hana,,say,ak,say,sana,sana,"say, san",sana,sana,sa:ana,sana,sana,sana,sana,sana',sana,,sana,sana,say,sana,sana,"sana, [dial. say]",sana,a:χ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,count (v.),*šutla- bor,,,,,,,,šutla- bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,count (v.),*hesap bor,,,,,,,,,,,,,,hisab et- bor,,,hiså:b ša- bor,,,,,,,,,,,,,hesapla- bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,die (v.),*marunp-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marubu,,,,,,,,,,,
200.0,die (v.),*si in- bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sin- bor,sin- bor,sinjuri bor,sɨnjuɴ bor,sinjuɴ bor,sinuɴ bor,sinuɴ bor,"sïniï, sïn bor",sïnuɴ bor,sinuɴ bor,nnírun bor,keɕin bor,ɕinu bor,ɕinuru bor,"ɕinu, ɕinuru bor ",,,,,,,,,,,,
200.0,die (v.),*cuk-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwuk-,cwuk-,cwuk-,cwuk-,cwuk-,cwuk-,cwuk-,,,cwuk-,cwuk-,cwuk-,cwuk-,cwuk-,cwuk-,cwuk-,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,die (v.),*ti-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ticita,tweycita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,die (v.),*bur-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bürle-,,,,,,,,,,,,,burel- ,,budə-,bu-,budə-,bu(r)-,budə-,budə-,bu-,bulbu-,buči-,bučə-,bəčə-,,bud-,bu-(dən),bu-,bu-,buː-,bu-,bu- ~ bud-,bu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,die (v.),*koke-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,koke-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,die (v.),*pükü-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,üx-,üxe-,ük-,üke-,ükö-,ugu-,hgu,ħgu,fugu,"fugu, hugu",hugu,gu,ʉkʉ-,uku-,ükü-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,die (v.),*öl-  ,öl-,ol-,öl-,öl,öl,öl,ül,vil,öl,öl,öl,öl,öl,öl,öl,öl,,öl,öl,öl,öl,ul,"yul, (yül, öl)",öl,ül,öl,öl,öl,öl,öl,ọl,öl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*urameti ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*panko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitaroosjaɴ,pagooseɴ ~ pugooseɴ ~ pogooseɴ,hagoosaɴ,,,,,,,,urameɕika,,,,,,,,,,,,
201.0,dirty,*kita ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitana-i,kitana-si,,,,,,, kïtanisjaaɴ,,,kissanaka ~ kissane,ki̥sanaka,ki̥tanaka,,ki̥tanakja,,,,,,,,,,,
201.0,dirty,*yana-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janagesari,janaɴgëëhaɴ,,,,ssjanham,janissjaaɴ ,janijaɴ,dînan,,,,,,,,,,,,,,,,
201.0,dirty,*suksuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sswuksswukha-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*cice-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chwucepha-,cicepwunha-,,,chwucepha-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*tele-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, telep-,, telep-, telep-, telep-,,,,tulep-,,,tilep-,tilep-,telep-,tilep-,telep- ,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*tikik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chikkwunha-,,,,thikkep-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*niaŋ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ńaŋsa-ki,,,,jaŋgsa-ko,naŋisa,jaŋsa-čo,,laŋsə,laŋs,ńaŋsa-mnan,,,ńaŋńa-čiː,ńanda-śi,ńaŋda,nûňnûči,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*adat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adatkuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*telbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,təgbəni,,,,təlbəːn-uːli,,,,,,,,,,,,təlbọ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*tip ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,čepčan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*erbasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbasị,ịrbasị-kta-la,,ńelbarse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*hatačuka ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hatačuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*nogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noGor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*burtag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burtag,,,,,,,,,,,burtaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*bujar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buzar,buʒar,baǯir,,,,,budʑira:,,,,,,,,,,,,,,,,,bụʤir,,,,,,,bụʤar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*muxay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mu:xay,mu:xay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*tsanaŋ bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dzanaŋ,zangnang,zang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*tsuaigi bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʧuaigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*kir,,,"kir, kirlig ",kirlig,kirlü ~ kürlü,,,,kirli,kirde:k,,kirli,kir(li),,,kɘrlɘg,,kir,,kɘrlɘɣ,kirli,,"ker, kerl'e",kirlig,,hĭrlĭɣ,kirli,kirli,χirlig,kir,kir,kirde:χ,xirtei,xiretey,kirtə,,kiretey,,kər,,,,,,,,kirtü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*bïsraḳ,,,,,,,bïsraḳ,,,,,,,,,,,,,,,,,,pïčraḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*bulašïḳ,,,,,,bulašïḳ,,,bulašïḳ,,bulašïk,,,bïlašïḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*saz ,,sasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*taza bor,,,,,,,,taza mar bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*iplos bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iplas bor,iflɔs bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*čirk bor,,,,,,čirk bor,,,,,,,,,,,čirk bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*lanzaχ bor,,,,,,,,,,,,,,,,,,,,,,"lančeχ, lanzaχ bor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,dirty,*las bor,,,,,,,,,,,,,,,las bor,,,,nas bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,dust,*n-komo-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,goomuuku,puumu,,,,,,,,,gomi,,,,,,,,,,,,,
